userid,username,headline,skill
6240,Christian Walder,"Dental Hygienist Job in Lakewood
","Director of IS,HBase,Network Engineer,XML/XSL,Cisco UCS,MVC,Desktop,business inteligence,Scrum,OSS,Chef,Switches,Plug Play,payment gateways,DEVELOPMENT SUPPORT"
6241,Loma Gallington,"Dental Hygienist Job in Lakewood
","digital analytics,Browzwear,payment gateways,reporting,DemPlanning,Engineer,Unix Systems Programming,Kinesis,VNF Manager"
6242,Jacki Severt,"Dental Hygienist Job in Lakewood
","Europe Asia.,authors,Outlook,Performance,User Interface,HTML5,JSP,Network"
6243,Gabriella Cuozzo,"Business Analyst Job in Las Vegas
","Europe Asia.,data extraction,Sybase,Consulting,Android,SciLab,Neural Networks,Construction"
6244,Wai-kin Wong,"Business Analyst Job in Las Vegas
","JSF,Chef,develop,Express,ARM"
6245,Candelaria Toolsiram,"Business Analyst Job in Las Vegas
","Construction,Re-engineering,Release,Desktop,Engineering,Xcode"
6246,Davis Ape,"Business Analyst Job in Las Vegas
","React,BASIC,Recruiter,Wealth Management,Unity,PowerPoint,Adobe,Mobile,Network,BASH,MS Project Stadard"
6247,Susie Robertello,"Business Analyst Job in Las Vegas
","Performace Management,Processor Design,Protocols,data extraction,Risk Management,Infrastructure,Operating Systems,Wealth Management,Angular2,TDD,SAP ERP"
6248,Mirta Lichtig,"Business Analyst Job in Las Vegas
","UNIX/AIX,Selenium,AME,HTTP,Fortran,Oracle R12 E-Business,digital analytics"
6249,Peg Nunley,"Foundry Supervisor Job in Auburn
","Projects,Computer Organisation,Express,Agile,Europe Asia.,HDFS,Adobe Creative Cloud"
6250,Alishia Velo,"Foundry Supervisor Job in Auburn
","AME,Network,CISM,Process Engineering,FIX.FAST,CSS,See job description,System Software,Oracle,Customer Service,Architect,Hive,Cryptocurrency,Testing,Construction"
6251,Mechelle Olide,"Foundry Supervisor Job in Auburn
","Management,Testing,Protocol,Raspberry Pi,Octave,OpenStack,BASH,React"
6252,Ellyn Daimaru,"Foundry Supervisor Job in Auburn
","IP Video Delivery,File Systems,Supervision,Retail,CONTINUOUS INTEGRATION,JavaScript,Regulated Environment,PMP,Multithreading"
6253,Jesse Rojos,"Residential Lawn Specialist Job in Eau Claire
","AUDIT,C++,especially C/C++,Critical Thinking,Metrics,XML,Analyst,HAHA,Photoshop,CONTROL,Google"
6254,Brian Percival,"Residential Lawn Specialist Job in Eau Claire
","Computer Organisation,CONTROL,Applications,Hibernate,Informatica Admin,ASP.NET,Microsoft Office,DL4J,network monitoring"
6255,G. N. Borisyuk,"Residential Lawn Specialist Job in Eau Claire
","Processor Design,DynamoDB,UX,Spark,Protocols,DL4J,NLP,JSP,business development,Recruiter,Java Architect"
6256,Melony Mikus,"Residential Lawn Specialist Job in Eau Claire
","Fortran,Project Manager,DemPlanning,NoSQL,XML,Prime Music streams,Modeling,CISSP,Raspberry Pi,Scheduling,VNF Manager"
6257,Cathy Paulhus,"Residential Lawn Specialist Job in Eau Claire
","Data Mining,Selenium,Google,Soap,Theory of Computation,Re-engineering"
6258,Karren Glomski,"Residential Lawn Specialist Job in Eau Claire
","InformationSecurity,Protocol Management,SQL Reporting Services Suite,SaaS solution Coupa,Augmented Reality,Cisco UCS,Program Manager,TFS,Programming,C#,Node.js,IP Video Delivery,Contract Independent,Node.js,Octave"
6259,Maricruz Woolbright,"Quality Regulatory Affairs Manager Job in West Miami
","Internet Of Things,Perl,Text Analytics,VB Script,System Engineering,AUDIT,Change Management,Java,Stored Procedures,Virtual Reality"
6260,Lamont Kosh,"Quality Regulatory Affairs Manager Job in West Miami
","books,Microsoft Access,VMware,TDD,General Ledger,.NET,deployment,develop,Bootstrap,Operations,Construction,Communication,Windows"
6261,Verlie Brehm,"Sutter County Correctional Of Job in Yuba City
","Java Architect,After Effects,Django,EIT,AUDIT,MAVEN,ASP,Processor Design,Processor Design"
6262,Marguerita Shelley,"Sutter County Correctional Of Job in Yuba City
","Scientific Software,WebSphere,Automated,Development Manager,develop,Data Analysis,APL,Automated,WebSphere,Wealth Management,Design,Bootstrap,Hive"
6263,Tawanna Jaspers,"Sutter County Correctional Of Job in Yuba City
","See job description,Analysis,Protocol,Compiler Design,Cobol,Visual Studio,CSS,Protocols,Protocol Management"
6264,Tyisha Sasso,"Sutter County Correctional Of Job in Yuba City
","SDLC,ASP.NET,VB Script,Adobe,Application,incident response,Business Analytics,PMP,CASE,MIS a related IT field,Hardware,NoSQL"
6265,Lera Sermersheim,"Sutter County Correctional Of Job in Yuba City
","Maya,CUSTOMER SUPPORT,HTML5,Sybase,AP Technical Lead,Chef,VBA,Optimization,incident response,Computer Science,Spotfire,System,Spotfire"
6266,Christel Hindes,"Sutter County Correctional Of Job in Yuba City
","API,biotech"
6267,Lanette Vannoy,"Sutter County Correctional Of Job in Yuba City
","Digital Design,catalogs,Soap,Design,Azure,Development Manager,Java/J2EE,Agile,Application,Research,F#"
6268,Ozell Tamiya,"Director of Resident Assessment Job in Decatur
","REST API,OpenCV,TDD,PowerPoint,Development,Tableau"
6269,Ilker Yildirim,"Director of Resident Assessment Job in Decatur
","MACOSX,validation,Rational,Octave,Photoshop,Oracle"
6270,Terry Brightwell,"SUPPORT SPECIALIST Job in Chicago
","Testing,Quality Assurance,Artificial Intelligence,Networking,Engineering,Accounting,Apache,HTTP"
6271,Michael L. Wick,"SUPPORT SPECIALIST Job in Chicago
","JCL,BW reporting,Ajax,Development,Data Analysis,FIX.FAST,Android"
6272,Tai S. Lee,"SUPPORT SPECIALIST Job in Chicago
","Applications,Desktop,MACOSX,Cognos,Automated,MVC,MAVEN,Director of IS,Rational,Augmented Reality,ADABAS"
6273,Remona Vandelaare,"SUPPORT SPECIALIST Job in Chicago
","PowerPoint,Scheduling,DynamoDB,Project,NoSQL,Construction"
6274,Wilburn Schluneger,"SUPPORT SPECIALIST Job in Chicago
","GIT,Protocols,DEVOPS ENGINEER,Artificial Intelligence,Exchange,AngularJS,SQL,data analysts,F#,MS Project Stadard,BASIC,Performace Management,Applications"
6275,Avery Yrigollen,"Sr Associate Accounting Job in Irving
","digital analytics,FPGA,ADA,Libraries,Content Delivery Networks,Open CV,digital analytics,CENTOS,ForeSee,HTML,Analyst,Informatica Admin,Fortran"
6276,Wally Negbenebor,"Sr Associate Accounting Job in Irving
","Solr,Visual Studio,SHELL"
6277,Shella Remondet,"Sr Associate Accounting Job in Irving
","Microsoft Office,data driven development,Windows"
6278,Congcong Li,"Sr Associate Accounting Job in Irving
","Storage Devices,Change Management,manage,Virtual Reality,Architect,Python,Buying,Networking,MapsAPI,Redshift,mobile device,CISSP,Wireless Communication,Plug Play"
6279,Temple Mammano,"Sr Associate Accounting Job in Irving
","Informatica Admin,data analysts"
6280,Weston Carolfi,"Sr Associate Accounting Job in Irving
","Struts,Customer Service,Director of IS,Web Design,Web Server,Visual Basic,staffing,Middleware,Keras,Web Developer,Angular2,iOS,OSS,Adobe"
6281,Kathryn Provines,"Sr Associate Accounting Job in Irving
","SQL,Mobile,Unix Systems Programming,incident response,SaaS solution Coupa,Java/J2EE,OOP"
6282,Jenniffer Wardlow,"Sr Associate Accounting Job in Irving
","Cognos,Database Management,MVC,CONTINUOUS INTEGRATION,Mainframe,Stored Procedures,ALM,ADABAS"
6283,Aretha Levell,"Asphalt Striper Round Rock) Job in Round Rock
","Wireless Communication,Web Server,Algorithms,mobile device,Project Manager,Hardware,Regulated Environment,Arduino,Chef,Java Java EE"
6284,Lenita Poet,"Asphalt Striper Round Rock) Job in Round Rock
","Contract Independent,XML/XSL,Kinesis,Perl,Networking,System,Audacity,AP Technical Lead,Primavera 6.0,firmware,Operations,.NET C#"
6285,Amina Constancio,"Asphalt Striper Round Rock) Job in Round Rock
","Best Practices,Lawson Supply Chain,BANKING,SYSTEM ENGINEER,Security"
6286,Meghann Kochanski,"Asphalt Striper Round Rock) Job in Round Rock
","BASH,Compiler Design,Visual Basic,SQL Reporting Services Suite,Tester"
6287,Daniele Thuma,"QUALITY ASSURANCE TECHNICIAN III JOB IN WILMINGTON
","Change Management,SHELL,Linux,C/C++,JCL,Data Analytics"
6288,Robert E. Druzinsky,"Project Manager Senior/Principal) Job in Livermore
","Struts,pharma,Algorithms,VBA,Business Analyst,TDD,DB2,Multithreading,Foundation,EIT,Rest"
6289,Ilda Aimbez,"Project Manager Senior/Principal) Job in Livermore
","C/C++,Development Manager,Octave,Operations Analysis,Rust,Bash shell scripting,IAM,AUDIT,JSF,CRM,Computer Science,Video,TCP/IP"
6290,David A. Ross,"Project Manager Senior/Principal) Job in Livermore
","books,Supply Chain,Database Administration,System Engineering,Programming,Hadoop,IT,InformationSecurity"
6291,Yuchen Zhang,"Project Manager Senior/Principal) Job in Livermore
","SQL,Java Architect,Shell Script,Algorithms,API,movies,Matlab,Development Manager,Tensorflow,React,INTERNAL CONTROL,Angular JS,AP,AWS"
6292,Eugenie Ferri,"Director of Billing Collections Job in New York City
","Windows 7,Programmer,reports,Rational,INTERNAL CONTROL,COMPLIANCE,JSF,SOX,VBA,HTTP"
6293,Deonna Karell,"Director of Billing Collections Job in New York City
","Software,Angular JS,AI,JSP,Project Manager,Adobe Creative Cloud,HTML,Mainframe,data driven development,C C++,systems administration,synthesis modeling"
6294,Tashina Klahr,"Director of Billing Collections Job in New York City
","Business Intelligence,Configuration Management,OIM"
6295,Karmen Bronston,"Director of Billing Collections Job in New York City
","SAP ECC,DEVELOPMENT SUPPORT,HTTP,Shell Script,SQL Reporting Services Suite"
6296,Donald Cuperus,"Senior Project Manager - Construction Job in Chelmsford
","SalesForce,PCI,Data Analysis,Telecom,F#,catalogs,System Engineering,systems administration,Recruiter,Design,Multithreading,Maya,APL"
6297,Claire Malpass,"Senior Project Manager - Construction Job in Chelmsford
","Database Management,RESTful web services,Visual Studio,.NET,Application,Lawson Supply Chain,Database Administration,Architect,R,Asset Management,build processes"
6298,Clementine Shimkus,"Senior Project Manager - Construction Job in Chelmsford
","Workflow,Micro,MVC,Linux,Operating Systems,Hibernate,Project Management,data extraction,LabVIEW,Access,SARBANES,DynamoDB"
6299,Drucilla Gutt,"Senior Project Manager - Construction Job in Chelmsford
","Bash shell scripting,VMware,Quality Assurance,Process Engineering,Microsoft Office,data extraction,C/C++,Cobol,pharma,CONTINUOUS INTEGRATION,Pharma or Biotech,Web Design,CUSTOMER SUPPORT,synthesis modeling,build"
6300,Frieda Donlan,"Senior Project Manager - Construction Job in Chelmsford
","Program Manager,Unity"
6301,Jin Rhea,"Senior Project Manager - Construction Job in Chelmsford
","Cobol,staffing,AngularJS,Web Design,Analyst,Mobile,JavaScript,Octave,Systems,REST API,CONTINUOUS INTEGRATION,.NET,C,Wireless,Azure"
6302,Rocio Bakhshian,"Senior Project Manager - Construction Job in Chelmsford
","C C++,DL4J,Hibernate,Business Analyst,Tensorflow,FINANCE,Projects,Gnuplot,Load/Performance Testing,Data Architecture,Systems,reports,Cisco UCS,Desktop"
6303,Elza Fugle,"QA Test Lead Job in Edison
","See job description,VMware,test design,Google,Financial Services,R,ADA,Infrastructure,Arduino,SOX"
6304,Prince Berwick,"QA Test Lead Job in Edison
","OOD,Angular,XML,Adobe Creative Cloud,System Engineering,Augmented Reality,Project Manager,Redshift,NoSQL,PMP,Hibernate,3D,build processes"
6305,Katina Vanoflen,"QA Test Lead Job in Edison
","Project Management,Scientific Software,RHEL"
6306,Rodger Nappier,"QA Test Lead Job in Edison
","Cognos,AML"
6307,Anastasios Kyrillidis,"QA Test Lead Job in Edison
","Spotfire,Exchange,HTML,GIT,FICO,Excel,Algorithm Engineer,,Lawson Supply Chain,Unix"
6308,Cecily Mccallion,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","JENKINS,Exchange,PERFORCE,Contract W2,Kinesis,Re-engineering,C++,Sybase,JCL,preferably with Scala,Systems,Microsoft Word"
6309,Dorsey Siggins,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","Kinesis,Projects,General Ledger,HAHA,Design,Release,Sales Engineer,General Ledger,Redshift,Ajax,DynamoDB,data extraction,Data Architecture,Project Manager,Metrics"
6310,Starla Sattlefield,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","SYSTEM ENGINEER,REST API"
6311,Corrina Pittsenbarger,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","Project Management,SAP APO,authors,Business Analyst,Business Analyst,AME,MACOSX"
6312,Sha Hoefling,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","AP Technical Lead,Maya,Computer Organisation,Middleware,SQL,build processes,Web Server,Program Manager,Programmer"
6313,Shelba Terrebonne,"Sales: Former MetLife Agents – We are hiring Job in Chicago
","Perl,network monitoring,Consumer Electronics Devices,Supply Chain,Hardware,HTML5,ADA,Libraries,Data Storage,TDD,Prime Music streams"
6314,Bryanna Vandermeer,"Recruiter Job in Cincinnati
","System Testing,data driven development,GIT,catalogs,Lawson Supply Chain,Windows 7,Application Development"
6315,Kenneth A. Norman,"Recruiter Job in Cincinnati
","Compiler Design,Xcode,Database,Engineer,CSS,Cisco"
6316,Flossie Nerlich,"Recruiter Job in Cincinnati
","VB,SARBANES,ARM,Operating Systems,Ruby,Adobe Creative Cloud,catalogs,PMP,Tester,Risk Management,Linux"
6317,Mike Crenwelge,"Recruiter Job in Cincinnati
","Asset Management,Citrix"
6318,Nicolas Chopin,"Recruiter Job in Cincinnati
","Retail,Arduino,MS Office,Analyst,Data Analysis,Process Engineering,SciLab,staffing"
6319,Gracie Egleston,"Billing Specialist Job in Cincinnati
","Supervision,System Engineering,SAP ERP,VB,firmware,data analysts,intense curiosity,Google,SDLC,VB Script,Visual Studio,AP Technical Lead,applications development,Wireless"
6320,Margrett Gilbo,"Billing Specialist Job in Cincinnati
","Java/J2EE,Europe Asia.,Mobile,Visual Basic,develop,Java,Android Studio,Unity,Drug Development,SQL Reporting Services Suite,Re-engineering,Project,System Engineering,Risk Management"
6321,Ivelisse Amini,"Billing Specialist Job in Cincinnati
","Network Engineering,System Testing,OOD,Micro,MACOSX,Android Studio,Artificial Intelligence,systems administration,DEVELOPMENT SUPPORT,Best Practices,MS Excel,Systems,Raspberry Pi"
6322,Charita Phelps,"Billing Specialist Job in Cincinnati
","UX,SAS,validation,GIT,Django,WCF,selenium testing automation"
6323,Aurelia Jorden,"Billing Specialist Job in Cincinnati
","Business Analyst,Web Design,Financial Services,Director of IS,Linux,Theory of Computation,Solaris,C#,Infrastructure"
6324,Carletta Powsey,"Billing Specialist Job in Cincinnati
","Protocol Management,Quality,CENTOS,DL4J,QA Tester,Customer Service,FPGA,JSP,Machine Learning,IP Video Delivery,Data Analytics,C#,Project Management,Security"
6325,Lottie Lucksom,"Billing Specialist Job in Cincinnati
","Testing,After Effects,Pharma or Biotech,MS Project Stadard,Micro,JCL,Web Design"
6326,Jamey Vanbogelen,"Billing Specialist Job in Cincinnati
","Linux System Admin,DB2"
6327,Francisco Aranjo,"SAS/Statistician/remote
","C++,Angular2,Operating Systems"
6328,Otha Jeanbart,"SAS/Statistician/remote
","Security Risk Management,HDFS,business development,HBase,C++"
6329,William E. Bishop,"SAS/Statistician/remote
","Network Engineer,Manager,Node.js,Libraries,VB Script,Design,applications development,SHELL,Informatica Admin"
6330,Dewitt Shemwell,"SAS/Statistician/remote
","Java C/C++,Digital Design,SARBANES"
6331,Sherice Belyoussian,"SAS/Statistician/remote
","Programmer,books,DynamoDB,Application Development,Flask,API"
6332,Wendie Condi,"SAS/Statistician/remote
","SSL,API,Database Management,QA Tester,applications development"
6333,Francisco Barino,"CNC Programmer Job in Atlanta
","Micro,Applications,NLP,SDLC,Supply Chain,Audacity,Modeling,APL,Google,Generic Programming,AUDIT,Data Analysis"
6334,Faustina Salido,"CNC Programmer Job in Atlanta
","QA Tester,Video,architectural design patterns,Tableau,Security Risk Management,Exchange,Security Risk Management,JSF"
6335,Shantay Fabus,"CNC Programmer Job in Atlanta
","Signals,CENTOS,INTERNAL CONTROL,Load/Performance Testing,SAP ECC,UNIX/AIX,Research,Wealth Management,Computer,SciLab,Struts,Manager,Angular.JS,Database,Gnuplot"
6336,Wayne Alsina,"CNC Programmer Job in Atlanta
","AWS,Data Analysis,Raspberry Pi,Re-engineering,C++,HANA,Business Analyst healthcare"
6337,Kelly Ojima,"CNC Programmer Job in Atlanta
","Arduino,AP,Octave,Data Analysis,Quality"
6338,Tobias Blaschke,"CNC Programmer Job in Atlanta
","Sales,F#,Project Manager"
6339,Rossana Lanzilotta,"CNC Programmer Job in Atlanta
","Mainframe,Software Engineer,System Engineering"
6340,Lindy Febus,"CNC Programmer Job in Atlanta
","Visual Basic,Spring,,Data Analysis,Projects,books,TDD,data extraction,Web services,Security,Foundation"
6341,Xiangru Huang,"Production Technician Job in Jackson Center
","Database Administration,Unix Systems Programming,LabVIEW,Microsoft Office,Prime Video views,books"
6342,Clementina Cronkhite,"Production Technician Job in Jackson Center
","AP,Mortgage/Equiting Lending,ForeSee,SAS"
6343,Otha Teramoto,"Project Manager Non Tech  Job in Redmond
","After Effects,Big Data,Lawson Supply Chain,Network Security,Architecture,Angular2,build processes,build,Unix,Management,Primavera 6.0,Gnuplot,Access"
6344,Tisha Colpitts,"Project Manager Non Tech  Job in Redmond
","J2EE,CISSP,BASIC,Open CV,HANA,Data Structures,Adobe,TDD,Supervision"
